,常州天和印染有限公司1P 3#楼、4#楼西20190305_20190514.xlsx,常州天和印染有限公司2P 3#楼主20190305_20190514.xlsx,常州天和印染有限公司2P 水洗车间20190305_20190514.xlsx,常州天和印染有限公司3D 打底1#20190315_20190514.xlsx,常州天和印染有限公司3D 污水20190305_20190514.xlsx,常州天和印染有限公司3D 溢流、气雾20190305_20190514.xlsx,常州天和印染有限公司3P 4#楼20190305_20190514.xlsx,常州天和印染有限公司3P 一楼、二楼20190305_20190514.xlsx,常州天和印染有限公司4D油锅炉20190305_20190514.xlsx,常州天和印染有限公司4D老定型20190305_20190514.xlsx,常州天和印染有限公司4D老汽雾20190305_20190514.xlsx,常州天和印染有限公司4D预宿成品20190305_20190514.xlsx,常州天和印染有限公司5D低压总出20190305_20190514.xlsx,常州天和印染有限公司6D 洗水车20190305_20190514.xlsx,常州天和印染有限公司6D园网20190305_20190514.xlsx,常州天和印染有限公司6D退煮20190305_20190514.xlsx,常州天和印染有限公司7D 烧毛车间20190305_20190514.xlsx,常州天和印染有限公司7D 空压机20190305_20190514.xlsx,常州天和印染有限公司7D 车间照明20190305_20190514.xlsx,常州天和印染有限公司7D泵房20190305_20190514.xlsx,常州天和印染有限公司8D 丝光20190305_20190514.xlsx,常州天和印染有限公司8D 门富士、磨毛20190305_20190514.xlsx
2019-03-15 00:02:00,44.639999,0.8,0.0,0.24,7.44,16.08,0.0,2.72,0.0,0.72,0.0,11.46,79.200005,0.16,0.16,0.76,0.0,0.0,0.08,0.16,0.36,0.96
2019-03-15 00:05:00,50.239998,1.12,0.0,0.24,7.44,12.599999,0.0,2.24,0.0,0.72,0.0,12.3,85.200005,0.16,0.16,0.76,0.0,0.0,0.08,0.16,0.36,0.96
2019-03-15 00:08:00,47.360001,0.96,0.0,0.24,7.56,12.599999,0.0,2.24,0.0,0.72,0.0,6.42,86.800003,0.16,0.16,0.76,0.0,0.0,0.08,0.16,0.36,0.96
2019-03-15 00:11:00,48.639999,1.12,0.0,0.24,7.5,12.719999,0.0,2.24,0.0,0.72,0.0,6.42,86.800003,0.16,0.16,0.76,0.0,0.0,0.08,0.16,0.42,0.96
2019-03-15 00:14:00,45.919998,1.12,0.0,0.24,7.38,21.0,0.0,2.24,0.0,0.72,0.0,6.42,89.599998,0.16,0.16,0.76,0.0,0.0,0.08,0.16,0.36,0.96
2019-03-15 00:17:00,50.399998,1.12,0.0,0.24,7.62,13.08,0.0,2.24,0.0,0.72,0.0,11.82,87.599998,0.16,0.16,2.0,0.0,0.0,0.08,0.16,0.36,0.96
2019-03-15 00:20:00,50.879997,0.96,0.0,0.24,7.44,13.2,0.0,2.56,0.0,0.72,0.0,11.82,83.599998,0.16,0.16,2.44,0.0,0.0,0.08,0.16,0.36,0.8
2019-03-15 00:23:00,46.399998,0.96,0.0,0.24,7.5,14.28,0.0,2.56,0.0,0.72,0.0,6.42,83.599998,0.16,0.16,2.44,0.0,0.0,0.08,0.16,0.36,0.96
2019-03-15 00:26:00,60.959999,1.12,0.0,0.24,7.56,12.599999,0.0,2.56,0.0,0.72,0.0,13.86,83.599998,0.16,0.16,0.76,0.0,0.0,0.08,0.16,0.36,0.96
2019-03-15 00:29:00,45.279999,1.12,0.0,0.24,7.56,18.84,0.0,2.4,0.0,0.72,0.0,13.86,92.800003,0.16,0.16,0.76,0.0,0.0,0.08,0.16,0.36,0.96
2019-03-15 00:32:00,42.559998,0.96,0.0,0.24,7.5,14.16,0.0,2.24,0.0,0.72,0.0,11.34,92.800003,0.16,0.16,0.76,0.0,0.0,0.08,0.16,0.36,0.96
2019-03-15 00:35:00,49.279999,1.28,0.0,0.24,7.44,14.16,0.0,2.24,0.0,0.72,0.0,12.12,80.0,0.16,0.16,0.76,0.0,0.0,0.08,0.16,0.36,0.96
2019-03-15 00:38:00,43.68,0.8,0.0,0.24,7.38,12.48,0.0,2.72,0.0,0.72,0.0,12.12,83.599998,0.16,0.16,0.76,0.0,0.0,0.08,0.16,0.36,0.96
2019-03-15 00:41:00,52.16,1.12,0.0,0.24,7.38,14.639999,0.0,2.72,0.0,0.72,0.0,6.36,83.599998,0.16,0.16,0.76,0.0,0.0,0.08,0.16,0.36,0.96
2019-03-15 00:44:00,50.239998,0.8,0.0,0.24,7.5,16.08,0.0,2.24,0.0,0.72,0.0,6.36,78.800003,0.16,0.16,0.76,0.0,0.0,0.08,0.16,0.36,0.96
2019-03-15 00:47:00,42.559998,0.96,0.0,0.24,7.5,19.439999,0.0,2.24,0.0,0.72,0.0,6.36,89.599998,0.16,0.16,0.76,0.0,0.0,0.08,0.32,0.36,0.96
2019-03-15 00:50:00,63.68,0.96,0.0,0.24,7.5,12.599999,0.0,2.08,0.0,0.72,0.0,11.4,89.599998,0.16,0.16,0.76,0.0,0.0,0.08,0.16,0.36,0.96
2019-03-15 00:53:00,43.52,1.12,0.0,0.24,7.5,14.16,0.0,2.08,0.0,0.72,0.0,7.98,83.200005,0.16,0.16,0.76,0.0,0.0,0.08,0.16,0.36,0.96
2019-03-15 00:56:00,46.079998,0.96,0.0,0.24,7.5,12.599999,0.0,2.08,0.0,0.72,0.0,7.98,81.200005,0.16,0.16,0.76,0.0,0.0,0.08,0.16,0.36,0.96
2019-03-15 00:59:00,43.68,0.8,0.0,0.24,7.44,12.599999,0.0,2.08,0.0,0.72,0.0,6.36,81.200005,0.16,0.16,0.76,0.0,0.0,0.08,0.16,0.42,0.96
2019-03-15 01:02:00,53.439999,0.8,0.0,0.24,7.32,12.599999,0.0,2.08,0.0,0.72,0.0,13.86,88.800003,0.16,0.16,0.76,0.0,0.0,0.08,0.16,0.42,0.96
2019-03-15 01:05:00,50.239998,1.12,0.0,0.24,7.56,12.599999,0.0,2.24,0.0,0.8,0.0,13.86,87.599998,0.16,0.16,1.8,0.0,0.0,0.08,0.16,0.36,0.96
2019-03-15 01:08:00,44.16,1.12,0.0,0.24,7.38,18.84,0.0,2.24,0.0,0.8,0.0,12.059999,87.599998,0.16,0.16,1.8,0.0,0.0,0.08,0.24,0.36,0.96
2019-03-15 01:11:00,50.879997,0.96,0.0,0.24,7.5,13.08,0.0,2.08,0.0,0.72,0.0,6.42,83.200005,0.16,0.16,2.2,0.0,0.0,0.08,0.24,0.36,0.96
2019-03-15 01:14:00,47.039997,1.12,0.0,0.24,7.62,13.08,0.0,2.08,0.0,0.72,0.0,6.42,88.400002,0.16,0.16,2.76,0.0,0.0,0.08,0.24,0.36,0.96
2019-03-15 01:17:00,48.48,1.12,0.0,0.24,7.38,12.719999,0.0,2.56,0.0,0.72,0.0,6.36,88.400002,0.16,0.16,2.76,0.0,0.0,0.08,0.24,0.36,0.96
2019-03-15 01:20:00,51.360001,1.44,0.0,0.24,7.38,15.719999,0.0,2.24,0.0,0.72,0.0,11.34,81.599998,0.16,0.16,0.76,0.0,0.0,0.08,0.24,0.36,0.96
2019-03-15 01:23:00,47.84,0.96,0.0,0.24,7.38,18.959999,0.0,2.24,0.0,0.72,0.0,11.34,98.0,0.16,0.16,0.76,0.0,0.0,0.08,0.24,0.36,0.96
2019-03-15 01:26:00,53.759998,0.96,0.0,0.24,7.44,12.48,0.0,2.24,0.0,0.72,0.0,12.24,98.0,0.16,0.16,0.76,0.0,0.04,0.08,0.24,0.36,0.96
2019-03-15 01:29:00,60.48,0.96,0.0,0.24,7.56,12.48,0.0,2.08,0.0,0.72,0.0,6.36,87.599998,0.16,0.16,0.76,0.0,0.04,0.08,0.24,0.36,0.96
2019-03-15 01:32:00,49.119999,1.12,0.0,0.24,7.56,14.52,0.0,2.08,0.0,0.72,0.0,6.36,86.0,0.16,0.16,0.76,0.0,0.0,0.08,0.24,0.36,0.96
2019-03-15 01:35:00,43.360001,1.12,0.0,0.24,7.44,12.96,0.0,2.08,0.0,0.72,0.0,6.36,86.0,0.16,0.16,0.76,0.0,0.0,0.08,0.24,0.36,1.12
2019-03-15 01:38:00,46.239998,0.96,0.0,0.24,7.38,13.44,0.0,2.24,0.0,0.72,0.0,19.32,91.599998,0.16,0.16,0.76,0.0,0.0,0.08,0.24,0.36,0.96
2019-03-15 01:41:00,48.639999,0.96,0.0,0.24,7.38,14.759999,0.0,2.24,0.0,0.72,0.0,6.48,95.599998,0.16,0.16,0.76,0.0,0.0,0.08,0.16,0.36,0.96
2019-03-15 01:44:00,51.84,0.8,0.0,0.24,7.5,13.32,0.0,2.24,0.0,0.72,0.0,6.48,95.599998,0.16,0.16,0.76,0.0,0.0,0.08,0.32,0.36,0.8
2019-03-15 01:47:00,45.439999,0.8,0.0,0.24,7.5,12.599999,0.0,2.24,0.0,0.72,0.0,6.36,76.800003,0.16,0.16,0.76,0.0,0.0,0.08,0.16,0.42,0.8
2019-03-15 01:50:00,43.68,0.96,0.0,0.24,7.5,14.16,0.0,2.08,0.0,0.72,0.0,11.34,80.0,0.16,0.16,0.76,0.0,0.0,0.08,0.16,0.36,0.96
2019-03-15 01:53:00,56.48,1.12,0.0,0.24,7.56,13.559999,0.0,2.72,0.0,0.72,0.0,11.34,80.0,0.16,0.16,0.76,0.0,0.0,0.08,0.16,0.36,0.96
2019-03-15 01:56:00,50.079998,1.12,0.0,0.24,7.62,13.559999,0.0,2.56,0.0,0.72,0.0,12.12,84.400002,0.16,0.16,0.76,0.0,0.0,0.08,0.16,0.36,0.96
2019-03-15 01:59:00,53.919998,1.12,0.0,0.24,7.5,14.16,0.0,2.08,0.0,0.72,0.0,6.36,100.400002,0.16,0.16,2.0,0.0,0.0,0.08,0.16,0.36,0.96
2019-03-15 02:02:00,62.239998,0.96,0.0,0.24,7.62,14.4,0.0,2.08,0.0,0.72,0.0,6.36,86.400002,0.16,0.16,2.44,0.0,0.0,0.08,0.16,0.36,0.96
2019-03-15 02:05:00,52.16,1.12,0.0,0.24,7.56,12.599999,0.0,2.24,0.0,0.72,0.0,6.3,86.400002,0.16,0.16,2.44,0.0,0.0,0.08,0.16,0.36,0.96
2019-03-15 02:08:00,50.239998,1.12,0.0,0.24,7.44,13.2,0.0,2.24,0.0,0.72,0.0,19.02,80.0,0.16,0.16,0.76,0.0,0.0,0.08,0.16,0.36,0.96
2019-03-15 02:11:00,45.279999,1.12,0.0,0.24,7.32,14.759999,0.0,2.08,0.0,0.72,0.0,19.02,87.200005,0.16,0.16,0.76,0.0,0.0,0.08,0.16,0.36,0.96
2019-03-15 02:14:00,49.279999,1.12,0.0,0.24,7.5,12.599999,0.0,2.24,0.0,0.72,0.0,8.16,87.200005,0.16,0.16,0.76,0.0,0.0,0.08,0.16,0.36,0.96
2019-03-15 02:17:00,50.079998,1.12,0.0,0.24,7.5,12.719999,0.0,2.08,0.0,0.8,0.0,6.36,85.599998,0.16,0.16,0.76,0.0,0.0,0.08,0.16,0.42,0.96
2019-03-15 02:20:00,48.16,1.12,0.0,0.24,7.56,12.599999,0.0,2.24,0.0,0.8,0.0,6.36,82.400002,0.16,0.16,0.76,0.0,0.0,0.08,0.16,0.42,0.96
2019-03-15 02:23:00,52.48,0.96,0.0,0.24,7.56,12.599999,0.0,2.24,0.0,0.72,0.0,6.36,82.400002,0.16,0.16,0.76,0.0,0.04,0.08,0.16,0.42,0.96
2019-03-15 02:26:00,46.399998,0.8,0.0,0.24,7.5,12.719999,0.0,2.24,0.0,0.72,0.0,11.94,83.200005,0.16,0.16,0.76,0.0,0.04,0.08,0.16,0.36,0.96
2019-03-15 02:29:00,59.68,0.96,0.0,0.24,7.5,14.28,0.0,2.24,0.0,0.72,0.0,11.94,94.800003,0.16,0.16,0.76,0.0,0.0,0.08,0.16,0.42,0.96
2019-03-15 02:32:00,56.16,1.12,0.0,0.24,7.62,14.759999,0.0,2.24,0.0,0.72,0.0,6.42,94.800003,0.16,0.16,0.76,0.0,0.04,0.08,0.16,0.42,0.96
2019-03-15 02:35:00,46.719997,1.12,0.0,0.24,7.44,14.759999,0.0,2.08,0.0,0.8,0.0,6.36,82.0,0.16,0.16,0.76,0.0,0.04,0.08,0.16,0.42,0.96
2019-03-15 02:38:00,44.959999,1.12,0.0,0.24,7.5,14.759999,0.0,2.08,0.0,0.72,0.0,6.36,84.800003,0.16,0.16,0.76,0.0,0.0,0.08,0.16,0.42,0.96
2019-03-15 02:41:00,49.439999,0.96,0.0,0.24,7.38,12.84,0.0,2.08,0.0,0.72,0.0,11.28,84.800003,0.16,0.16,0.76,0.0,0.0,0.08,0.32,0.42,0.96
2019-03-15 02:44:00,61.759998,0.96,0.0,0.24,7.38,12.719999,0.0,2.08,0.0,0.72,0.0,19.74,91.599998,0.16,0.16,0.76,0.0,0.0,0.08,0.32,0.42,0.96
2019-03-15 02:47:00,54.239998,0.8,0.0,0.24,7.5,14.28,0.0,2.08,0.0,0.72,0.0,19.74,86.0,0.16,0.16,1.8,0.0,0.0,0.08,0.16,0.42,0.96
2019-03-15 02:50:00,59.359997,0.8,0.0,0.24,7.56,14.28,0.0,2.08,0.0,0.72,0.0,6.36,86.0,0.16,0.16,1.8,0.0,0.0,0.08,0.24,0.42,0.96
2019-03-15 02:53:00,46.239998,1.28,0.0,0.24,7.44,12.599999,0.0,2.24,0.0,0.72,0.0,6.36,87.200005,0.16,0.16,2.2,0.0,0.0,0.08,0.24,0.36,0.96
2019-03-15 02:56:00,45.279999,0.96,0.0,0.24,7.5,18.959999,0.0,2.24,0.0,0.72,0.0,6.36,90.800003,0.16,0.16,2.72,0.0,0.0,0.08,0.24,0.36,0.96
2019-03-15 02:59:00,53.599998,1.12,0.0,0.24,7.44,14.28,0.0,2.24,0.0,0.72,0.0,11.7,90.800003,0.16,0.16,2.72,0.0,0.0,0.08,0.24,0.36,0.96
2019-03-15 03:02:00,43.68,1.12,0.0,0.24,7.44,13.2,0.0,2.24,0.0,0.72,0.0,7.14,83.599998,0.16,0.16,0.76,0.0,0.0,0.08,0.24,0.36,0.96
2019-03-15 03:05:00,50.079998,0.96,0.0,0.24,7.38,13.2,0.0,2.24,0.0,0.72,0.0,7.14,79.599998,0.16,0.16,0.76,0.0,0.0,0.08,0.24,0.36,0.96
2019-03-15 03:08:00,45.759998,0.96,0.0,0.24,7.56,14.759999,0.0,2.08,0.0,0.72,0.0,6.36,79.599998,0.16,0.16,0.76,0.0,0.0,0.08,0.24,0.36,0.96
2019-03-15 03:11:00,46.239998,0.96,0.0,0.24,7.56,14.28,0.0,3.2,0.0,0.72,0.0,6.36,82.0,0.16,0.16,0.76,0.0,0.0,0.08,0.24,0.36,0.96
2019-03-15 03:14:00,44.639999,1.12,0.0,0.24,7.56,12.599999,0.0,2.08,0.0,0.72,0.0,11.94,97.200005,0.16,0.16,0.76,0.0,0.0,0.08,0.24,0.42,1.12
2019-03-15 03:17:00,62.719997,1.12,0.0,0.24,7.5,12.599999,0.0,2.08,0.0,0.72,0.0,11.94,97.200005,0.16,0.16,0.76,0.0,0.0,0.08,0.24,0.36,0.8
2019-03-15 03:20:00,51.52,1.12,0.0,0.24,7.44,14.52,0.0,2.08,0.0,0.72,0.0,6.36,93.200005,0.16,0.16,0.76,0.0,0.0,0.08,0.24,0.42,0.96
2019-03-15 03:23:00,64.32,1.12,0.0,0.24,7.44,12.719999,0.0,2.08,0.0,0.72,0.0,6.3,80.800003,0.16,0.16,0.76,0.0,0.0,0.08,0.16,0.36,0.96
2019-03-15 03:26:00,56.959999,0.96,0.0,0.24,7.56,12.719999,0.0,2.24,0.0,0.72,0.0,6.3,80.800003,0.16,0.16,0.76,0.0,0.04,0.08,0.16,0.36,0.96
2019-03-15 03:29:00,51.360001,0.96,0.0,0.24,7.56,14.88,0.0,2.24,0.0,0.72,0.0,11.28,98.400002,0.16,0.16,0.76,0.0,0.04,0.08,0.16,0.36,0.96
2019-03-15 03:32:00,47.68,0.8,0.0,0.24,7.32,19.68,0.0,2.24,0.0,0.72,0.0,12.12,98.800003,0.16,0.16,0.76,0.0,0.0,0.08,0.16,0.36,0.96
2019-03-15 03:35:00,56.0,1.12,0.0,0.24,7.32,13.2,0.0,2.08,0.0,0.72,0.0,12.12,98.800003,0.16,0.16,0.76,0.0,0.0,0.08,0.16,0.36,0.96
2019-03-15 03:38:00,46.719997,1.12,0.0,0.24,7.32,14.28,0.0,2.08,0.0,0.72,0.0,6.36,92.800003,0.16,0.16,0.76,0.0,0.0,0.08,0.32,0.42,0.96
2019-03-15 03:41:00,49.119999,1.28,0.0,0.24,7.44,12.719999,0.0,2.08,0.0,0.72,0.0,6.3,76.400002,0.16,0.16,1.92,0.0,0.0,0.08,0.32,0.36,0.96
2019-03-15 03:44:00,46.879997,0.96,0.0,0.24,7.38,12.719999,0.0,2.08,0.0,0.72,0.0,6.3,77.200005,0.16,0.16,2.36,0.0,0.0,0.08,0.16,0.36,0.96
2019-03-15 03:47:00,46.719997,0.8,0.0,0.24,7.62,14.639999,0.0,2.08,0.0,0.72,0.0,11.759999,77.200005,0.16,0.16,2.36,0.0,0.0,0.08,0.16,0.36,0.96
2019-03-15 03:50:00,46.239998,0.8,0.0,0.24,7.38,20.4,0.0,2.08,0.0,0.72,0.0,6.54,98.800003,0.16,0.16,3.08,0.0,0.0,0.08,0.16,0.36,0.96
2019-03-15 03:53:00,45.119999,0.8,0.0,0.24,7.44,12.719999,0.0,2.08,0.0,0.72,0.0,6.54,77.599998,0.16,0.16,0.76,0.0,0.0,0.08,0.16,0.36,1.28
2019-03-15 03:56:00,44.16,0.96,0.0,0.24,7.32,12.599999,0.0,2.08,0.0,0.72,0.0,6.3,77.599998,0.16,0.16,0.76,0.0,0.0,0.08,0.16,0.36,0.96
2019-03-15 03:59:00,49.279999,1.12,0.0,0.24,7.5,13.2,0.0,2.08,0.0,0.8,0.0,18.6,84.0,0.16,0.16,0.76,0.0,0.0,0.08,0.16,0.36,0.8
2019-03-15 04:02:00,44.0,1.12,0.0,0.24,7.56,13.2,0.0,2.08,0.0,0.72,0.0,18.6,77.200005,0.16,0.16,0.76,0.0,0.0,0.08,0.16,0.36,0.8
2019-03-15 04:05:00,70.080002,1.12,0.0,0.24,7.56,20.76,0.0,2.08,0.0,0.72,0.0,12.0,77.200005,0.16,0.16,0.76,0.0,0.0,0.08,0.16,0.36,0.96
2019-03-15 04:08:00,44.959999,1.12,0.0,0.24,7.56,12.719999,0.0,3.04,0.0,0.72,0.0,6.3,94.0,0.16,0.16,0.76,0.0,0.0,0.08,0.16,0.36,0.96
2019-03-15 04:11:00,43.52,0.8,0.0,0.24,7.56,12.719999,0.0,2.24,0.0,0.72,0.0,6.3,77.200005,0.16,0.16,0.76,0.0,0.0,0.08,0.16,0.36,0.96
2019-03-15 04:14:00,47.360001,1.28,0.0,0.24,7.44,12.719999,0.0,2.24,0.0,0.72,0.0,6.3,77.200005,0.16,0.16,0.76,0.0,0.0,0.08,0.16,0.42,0.96
2019-03-15 04:17:00,60.799999,1.12,0.0,0.24,7.56,14.28,0.0,2.24,0.0,0.72,0.0,11.34,78.800003,0.16,0.16,0.76,0.0,0.0,0.08,0.16,0.36,0.96
2019-03-15 04:20:00,58.079998,1.12,0.0,0.24,7.44,12.719999,0.0,2.24,0.0,0.8,0.0,11.34,84.400002,0.16,0.16,0.76,0.0,0.0,0.08,0.16,0.42,0.96
2019-03-15 04:23:00,44.799999,1.12,0.0,0.24,7.38,14.04,0.0,2.24,0.0,0.8,0.0,7.5,84.400002,0.16,0.16,0.76,0.0,0.0,0.08,0.16,0.36,0.96
2019-03-15 04:26:00,45.119999,1.12,0.0,0.24,7.44,14.88,0.0,2.08,0.0,0.72,0.0,6.36,94.400002,0.16,0.16,0.76,0.0,0.0,0.08,0.16,0.36,0.96
2019-03-15 04:29:00,64.32,1.28,0.0,0.24,7.44,13.2,0.0,3.2,0.0,0.72,0.0,6.36,81.200005,0.16,0.16,1.56,0.0,0.0,0.08,0.16,0.42,0.96
2019-03-15 04:32:00,52.16,0.96,0.0,0.24,7.44,12.599999,0.0,2.24,0.0,0.72,0.0,6.3,81.200005,0.16,0.16,1.56,0.0,0.0,0.08,0.24,0.42,0.96
2019-03-15 04:35:00,45.119999,0.8,0.0,0.24,7.38,12.599999,0.0,2.08,0.0,0.72,0.0,19.439999,88.800003,0.16,0.16,2.12,0.0,0.0,0.08,0.24,0.36,0.96
2019-03-15 04:38:00,52.16,1.28,0.0,0.24,7.5,12.719999,0.0,2.08,0.0,0.72,0.0,19.439999,84.800003,0.16,0.16,2.6,0.0,0.0,0.08,0.24,0.36,0.96
2019-03-15 04:41:00,45.119999,0.96,0.0,0.24,7.5,12.719999,0.0,2.08,0.0,0.72,0.0,6.3,84.800003,0.16,0.16,2.6,0.0,0.0,0.08,0.24,0.42,0.96
2019-03-15 04:44:00,42.239998,0.96,0.0,0.24,7.5,21.119999,0.0,2.08,0.0,0.8,0.0,6.3,94.0,0.16,0.16,0.76,0.0,0.0,0.08,0.24,0.36,0.96
2019-03-15 04:47:00,44.16,0.96,0.0,0.24,7.5,12.96,0.0,2.08,0.0,0.72,0.0,11.16,78.0,0.16,0.16,0.76,0.0,0.0,0.08,0.24,0.36,1.28
2019-03-15 04:50:00,45.919998,0.96,0.0,0.24,7.56,12.84,0.0,2.08,0.0,0.72,0.0,11.16,78.0,0.16,0.16,0.76,0.0,0.0,0.08,0.24,0.42,0.96
2019-03-15 04:53:00,46.399998,0.8,0.0,0.24,7.44,14.88,0.0,2.08,0.0,0.72,0.0,8.7,82.0,0.16,0.16,0.76,0.0,0.0,0.08,0.24,0.42,0.96
2019-03-15 04:56:00,50.239998,0.8,0.0,0.24,7.44,14.52,0.0,2.08,0.0,0.8,0.0,6.24,91.200005,0.16,0.16,0.76,0.0,0.0,0.08,0.24,0.42,0.96
2019-03-15 04:59:00,43.200001,0.96,0.0,0.24,7.44,12.84,0.0,2.08,0.0,0.8,0.0,6.24,91.200005,0.16,0.16,0.76,0.0,0.0,0.08,0.24,0.42,0.96
2019-03-15 05:02:00,71.360001,1.28,0.0,0.24,7.5,12.84,0.0,2.08,0.0,0.72,0.0,6.18,103.599998,0.16,0.16,0.76,0.0,0.0,0.08,0.16,0.36,0.96
2019-03-15 05:05:00,45.119999,0.96,0.0,0.24,7.62,14.52,0.0,2.08,0.0,0.72,0.0,11.759999,76.0,0.16,0.16,0.76,0.0,0.0,0.08,0.16,0.36,0.96
2019-03-15 05:08:00,42.559998,1.12,0.0,0.24,7.44,12.599999,0.0,2.08,0.0,0.72,0.0,11.759999,76.0,0.16,0.16,0.76,0.0,0.0,0.08,0.16,0.36,0.96
2019-03-15 05:11:00,44.639999,1.12,0.0,0.24,7.5,12.719999,0.0,2.56,0.0,0.72,0.0,13.92,88.0,0.16,0.16,0.76,0.0,0.0,0.08,0.16,0.42,0.96
2019-03-15 05:14:00,42.879997,0.96,0.0,0.24,7.26,12.719999,0.0,2.08,0.0,0.8,0.0,6.24,79.200005,0.16,0.16,0.76,0.0,0.0,0.08,0.16,0.36,0.96
2019-03-15 05:17:00,54.719997,0.96,0.0,0.24,7.56,12.719999,0.0,2.08,0.0,0.8,0.0,6.24,80.400002,0.16,0.16,0.76,0.0,0.0,0.08,0.16,0.36,0.96
2019-03-15 05:20:00,44.639999,1.12,0.0,0.24,7.5,21.24,0.0,2.08,0.0,0.8,0.0,11.16,80.400002,0.16,0.16,0.76,0.0,0.0,0.08,0.16,0.36,0.96
2019-03-15 05:23:00,45.759998,1.12,0.0,0.24,7.5,13.2,0.0,2.08,0.0,0.72,0.0,12.0,80.0,0.16,0.16,1.84,0.0,0.0,0.08,0.16,0.36,0.96
2019-03-15 05:26:00,46.879997,1.28,0.0,0.24,7.38,13.08,0.0,2.24,0.0,0.72,0.0,12.0,88.0,0.16,0.16,2.24,0.0,0.0,0.08,0.16,0.36,0.96
2019-03-15 05:29:00,44.959999,0.96,0.0,0.24,7.56,13.08,0.0,2.24,0.0,0.72,0.0,6.24,88.0,0.16,0.16,2.24,0.0,0.0,0.08,0.16,0.42,0.96
2019-03-15 05:32:00,45.919998,1.12,0.0,0.24,7.62,15.839999,0.0,2.4,0.0,0.72,0.0,6.24,86.400002,0.16,0.16,2.8,0.0,0.0,0.08,0.16,0.36,0.96
2019-03-15 05:35:00,44.639999,0.8,0.0,0.24,7.68,12.84,0.0,2.4,0.0,0.72,0.0,6.24,75.599998,0.16,0.16,0.76,0.0,0.0,0.08,0.16,0.36,0.96
2019-03-15 05:38:00,55.199997,0.96,0.0,0.24,7.5,13.799999,0.0,2.24,0.0,0.72,0.0,11.34,75.599998,0.16,0.16,0.76,0.0,0.0,0.08,0.32,0.36,0.96
2019-03-15 05:41:00,61.119999,1.12,0.0,0.24,7.56,15.36,0.0,2.24,0.0,0.72,0.0,11.52,82.800003,0.16,0.16,0.76,0.0,0.0,0.08,0.32,0.36,0.96
2019-03-15 05:44:00,44.959999,1.12,0.0,0.24,7.5,13.799999,0.0,2.08,0.0,0.72,0.0,11.52,93.599998,0.16,0.16,0.76,0.0,0.0,0.0,0.16,0.36,0.96
2019-03-15 05:47:00,65.279999,1.12,0.0,0.24,7.44,20.039999,0.0,2.72,0.0,0.72,0.0,15.36,93.599998,0.16,0.16,0.76,0.0,0.0,0.0,0.16,0.36,0.96
2019-03-15 05:50:00,44.959999,0.96,0.0,0.24,7.44,22.199999,0.0,2.08,0.0,0.8,0.0,7.74,102.400002,0.16,0.16,0.76,0.0,0.0,0.0,0.16,0.36,0.96
2019-03-15 05:53:00,56.639999,0.96,0.0,0.24,7.44,14.28,0.0,2.24,0.0,0.8,0.0,7.74,78.0,0.16,0.16,0.76,0.0,0.0,0.0,0.16,0.36,0.8
2019-03-15 05:56:00,43.360001,0.8,0.0,0.24,7.62,14.28,0.0,2.24,0.0,0.8,0.0,13.32,78.0,0.16,0.16,0.76,0.0,0.0,0.0,0.16,0.42,0.96
2019-03-15 05:59:00,66.239998,0.96,0.0,0.24,7.38,13.799999,0.0,2.08,0.0,0.72,0.0,7.74,102.400002,0.16,0.16,0.76,0.0,0.0,0.0,0.16,0.36,0.96
2019-03-15 06:02:00,43.52,0.8,0.0,0.24,7.62,15.0,0.0,2.08,0.0,0.72,0.0,7.74,88.0,0.16,0.16,0.76,0.0,0.04,0.0,0.16,0.42,0.96
2019-03-15 06:05:00,54.239998,1.12,0.0,0.24,7.56,15.12,0.0,2.08,0.0,0.72,0.0,7.68,88.0,0.16,0.16,0.76,0.0,0.0,0.0,0.16,0.36,0.96
2019-03-15 06:08:00,55.52,1.28,0.0,0.24,7.44,21.719999,0.0,2.08,0.0,0.72,0.0,12.0,87.599998,0.16,0.16,0.76,0.0,0.0,0.0,0.16,0.36,0.96
2019-03-15 06:11:00,43.360001,1.28,0.0,0.24,7.44,13.559999,0.0,2.08,0.0,0.72,0.0,12.0,91.200005,0.16,0.16,0.76,0.0,0.0,0.0,0.16,0.42,0.96
2019-03-15 06:14:00,53.279999,1.12,0.0,0.24,7.5,12.96,0.0,2.24,0.0,0.72,0.0,12.84,91.200005,0.16,0.16,0.76,0.0,0.04,0.0,0.24,0.42,0.96
2019-03-15 06:17:00,48.32,1.12,0.0,0.24,7.56,15.0,0.0,2.08,0.0,0.72,0.0,5.52,92.0,0.16,0.16,1.88,0.0,0.04,0.0,0.24,0.42,0.96
2019-03-15 06:20:00,48.639999,0.96,0.0,0.24,7.56,15.36,0.0,2.08,0.0,0.72,0.0,5.52,78.0,0.16,0.16,2.32,0.0,0.0,0.0,0.24,0.36,0.96
2019-03-15 06:23:00,63.359997,0.8,0.0,0.24,7.56,15.36,0.0,2.72,0.0,0.72,0.0,5.52,78.0,0.16,0.16,2.32,0.0,0.0,0.0,0.24,0.36,0.96
2019-03-15 06:26:00,43.200001,0.96,0.0,0.24,7.5,13.92,0.0,3.52,0.0,0.72,0.0,10.92,88.800003,0.16,0.16,2.88,0.0,0.0,0.0,0.24,0.36,0.96
